id,row_no,avg_period,date_from,time_from,full_csv_parsed,station,date_to,time_to,parameter,file_path
259,19,4 Hours,01/05/2015,12:00 AM,1,BTM,31/08/2015,11:45 PM,Nitrogen Dioxide(NO2),/home/thej/code/cpcb/data/raw/2015_BTM_2/no2.csv
260,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Temperature(Temp),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/temp.csv
261,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Benzene(Benzene),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/benzene.csv
262,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Nitric Oxide(NO),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/no.csv
263,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Relative Humidity(RH),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/rh.csv
264,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Toluene(Toluene),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/toluene.csv
265,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Sulfur Dioxide(SO2),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/so2.csv
266,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Carbon Monoxide(CO),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/co.csv
267,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Ozone(O3),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/o3.csv
268,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,PM 2.5(PM2.5),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/pm25.csv
269,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Oxides of Nitrogen(NOx),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/nox.csv
270,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Wind Speed (WS),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/ws.csv
271,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Bar Pressure(Bar Pressure),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/pressure.csv
272,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Wind Direction(WD),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/wd.csv
273,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Ethyl Benzene(Ethyl Benzene),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/ethyl.csv
274,19,4 Hours,01/05/2016,12:00 AM,1,BWSSB,31/08/2016,11:45 PM,Nitrogen Dioxide(NO2),/home/thej/code/cpcb/data/raw/2016_BWSSB_2/no2.csv
275,19,4 Hours,01/05/2016,12:00 AM,1,BTM,31/08/2016,11:45 PM,Temperature(Temp),/home/thej/code/cpcb/data/raw/2016_BTM_2/temp.csv
276,19,4 Hours,01/05/2016,12:00 AM,1,BTM,31/08/2016,11:45 PM,Benzene(Benzene),/home/thej/code/cpcb/data/raw/2016_BTM_2/benzene.csv
277,19,4 Hours,01/05/2016,12:00 AM,1,BTM,31/08/2016,11:45 PM,Nitric Oxide(NO),/home/thej/code/cpcb/data/raw/2016_BTM_2/no.csv
278,19,4 Hours,01/05/2016,12:00 AM,1,BTM,31/08/2016,11:45 PM,Relative Humidity(RH),/home/thej/code/cpcb/data/raw/2016_BTM_2/rh.csv
279,19,4 Hours,01/05/2016,12:00 AM,1,BTM,31/08/2016,11:45 PM,Toluene(Toluene),/home/thej/code/cpcb/data/raw/2016_BTM_2/toluene.csv
280,19,4 Hours,01/05/2016,12:00 AM,1,BTM,31/08/2016,11:45 PM,Sulfur Dioxide(SO2),/home/thej/code/cpcb/data/raw/2016_BTM_2/so2.csv
281,19,4 Hours,01/05/2016,12:00 AM,1,BTM,31/08/2016,11:45 PM,Carbon Monoxide(CO),/home/thej/code/cpcb/data/raw/2016_BTM_2/co.csv
282,19,4 Hours,01/05/2016,12:00 AM,1,BTM,31/08/2016,11:45 PM,Oxides of Nitrogen(NOx),/home/thej/code/cpcb/data/raw/2016_BTM_2/nox.csv
283,19,4 Hours,01/05/2016,12:00 AM,1,BTM,31/08/2016,11:45 PM,Wind Speed (WS),/home/thej/code/cpcb/data/raw/2016_BTM_2/ws.csv
284,19,4 Hours,01/05/2016,12:00 AM,1,BTM,31/08/2016,11:45 PM,Bar Pressure(Bar Pressure),/home/thej/code/cpcb/data/raw/2016_BTM_2/pressure.csv
285,19,4 Hours,01/05/2016,12:00 AM,1,BTM,31/08/2016,11:45 PM,Wind Direction(WD),/home/thej/code/cpcb/data/raw/2016_BTM_2/wd.csv
286,19,4 Hours,01/05/2016,12:00 AM,1,BTM,31/08/2016,11:45 PM,Nitrogen Dioxide(NO2),/home/thej/code/cpcb/data/raw/2016_BTM_2/no2.csv
287,19,4 Hours,01/01/2016,12:00 AM,1,CRS,30/04/2016,11:45 PM,Nitric Oxide(NO),/home/thej/code/cpcb/data/raw/2016_CRS_1/no.csv
288,19,4 Hours,01/01/2016,12:00 AM,1,CRS,30/04/2016,11:45 PM,Sulfur Dioxide(SO2),/home/thej/code/cpcb/data/raw/2016_CRS_1/so2.csv
289,19,4 Hours,01/01/2016,12:00 AM,1,CRS,30/04/2016,11:45 PM,Carbon Monoxide(CO),/home/thej/code/cpcb/data/raw/2016_CRS_1/co.csv
290,19,4 Hours,01/01/2016,12:00 AM,1,CRS,30/04/2016,11:45 PM,Oxides of Nitrogen(NOx),/home/thej/code/cpcb/data/raw/2016_CRS_1/nox.csv
291,19,4 Hours,01/01/2016,12:00 AM,1,CRS,30/04/2016,11:45 PM,PM10(PM10),/home/thej/code/cpcb/data/raw/2016_CRS_1/pm10.csv
292,19,4 Hours,01/01/2016,12:00 AM,1,CRS,30/04/2016,11:45 PM,Nitrogen Dioxide(NO2),/home/thej/code/cpcb/data/raw/2016_CRS_1/no2.csv
293,19,4 Hours,01/09/2015,12:00 AM,1,BTM,31/12/2015,11:45 PM,Temperature(Temp),/home/thej/code/cpcb/data/raw/2015_BTM_3/temp.csv
294,19,4 Hours,01/09/2015,12:00 AM,1,BTM,31/12/2015,11:45 PM,Benzene(Benzene),/home/thej/code/cpcb/data/raw/2015_BTM_3/benzene.csv
295,19,4 Hours,01/09/2015,12:00 AM,1,BTM,31/12/2015,11:45 PM,Nitric Oxide(NO),/home/thej/code/cpcb/data/raw/2015_BTM_3/no.csv
296,19,4 Hours,01/09/2015,12:00 AM,1,BTM,31/12/2015,11:45 PM,Relative Humidity(RH),/home/thej/code/cpcb/data/raw/2015_BTM_3/rh.csv
297,19,4 Hours,01/09/2015,12:00 AM,1,BTM,31/12/2015,11:45 PM,Toluene(Toluene),/home/thej/code/cpcb/data/raw/2015_BTM_3/toluene.csv
298,19,4 Hours,01/09/2015,12:00 AM,1,BTM,31/12/2015,11:45 PM,Sulfur Dioxide(SO2),/home/thej/code/cpcb/data/raw/2015_BTM_3/so2.csv
299,19,4 Hours,01/09/2015,12:00 AM,1,BTM,31/12/2015,11:45 PM,Carbon Monoxide(CO),/home/thej/code/cpcb/data/raw/2015_BTM_3/co.csv
300,19,4 Hours,01/09/2015,12:00 AM,1,BTM,31/12/2015,11:45 PM,PM 2.5(PM2.5),/home/thej/code/cpcb/data/raw/2015_BTM_3/pm25.csv
301,19,4 Hours,01/09/2015,12:00 AM,1,BTM,31/12/2015,11:45 PM,Oxides of Nitrogen(NOx),/home/thej/code/cpcb/data/raw/2015_BTM_3/nox.csv
302,19,4 Hours,01/09/2015,12:00 AM,1,BTM,31/12/2015,11:45 PM,Bar Pressure(Bar Pressure),/home/thej/code/cpcb/data/raw/2015_BTM_3/pressure.csv
303,19,4 Hours,01/09/2015,12:00 AM,1,BTM,31/12/2015,11:45 PM,Ethyl Benzene(Ethyl Benzene),/home/thej/code/cpcb/data/raw/2015_BTM_3/ethyl.csv
304,19,4 Hours,01/09/2015,12:00 AM,1,BTM,31/12/2015,11:45 PM,Nitrogen Dioxide(NO2),/home/thej/code/cpcb/data/raw/2015_BTM_3/no2.csv
305,19,4 Hours,01/01/2015,12:00 AM,1,BWSSB,30/04/2015,11:45 PM,Temperature(Temp),/home/thej/code/cpcb/data/raw/2015_BWSSB_1/temp.csv
306,19,4 Hours,01/01/2015,12:00 AM,1,BWSSB,30/04/2015,11:45 PM,Benzene(Benzene),/home/thej/code/cpcb/data/raw/2015_BWSSB_1/benzene.csv
307,19,4 Hours,01/01/2015,12:00 AM,1,BWSSB,30/04/2015,11:45 PM,Nitric Oxide(NO),/home/thej/code/cpcb/data/raw/2015_BWSSB_1/no.csv
308,19,4 Hours,01/01/2015,12:00 AM,1,BWSSB,30/04/2015,11:45 PM,Relative Humidity(RH),/home/thej/code/cpcb/data/raw/2015_BWSSB_1/rh.csv
309,19,4 Hours,01/01/2015,12:00 AM,1,BWSSB,30/04/2015,11:45 PM,Toluene(Toluene),/home/thej/code/cpcb/data/raw/2015_BWSSB_1/toluene.csv
310,19,4 Hours,01/01/2015,12:00 AM,1,BWSSB,30/04/2015,11:45 PM,Sulfur Dioxide(SO2),/home/thej/code/cpcb/data/raw/2015_BWSSB_1/so2.csv
311,19,4 Hours,01/01/2015,12:00 AM,1,BWSSB,30/04/2015,11:45 PM,Carbon Monoxide(CO),/home/thej/code/cpcb/data/raw/2015_BWSSB_1/co.csv
312,19,4 Hours,01/01/2015,12:00 AM,1,BWSSB,30/04/2015,11:45 PM,PM 2.5(PM2.5),/home/thej/code/cpcb/data/raw/2015_BWSSB_1/pm25.csv
313,19,4 Hours,01/01/2015,12:00 AM,1,BWSSB,30/04/2015,11:45 PM,Oxides of Nitrogen(NOx),/home/thej/code/cpcb/data/raw/2015_BWSSB_1/nox.csv
314,19,4 Hours,01/01/2015,12:00 AM,1,BWSSB,30/04/2015,11:45 PM,Bar Pressure(Bar Pressure),/home/thej/code/cpcb/data/raw/2015_BWSSB_1/pressure.csv
315,19,4 Hours,01/01/2015,12:00 AM,1,BWSSB,30/04/2015,11:45 PM,Ethyl Benzene(Ethyl Benzene),/home/thej/code/cpcb/data/raw/2015_BWSSB_1/ethyl.csv
316,19,4 Hours,01/01/2015,12:00 AM,1,BWSSB,30/04/2015,11:45 PM,Nitrogen Dioxide(NO2),/home/thej/code/cpcb/data/raw/2015_BWSSB_1/no2.csv
317,19,4 Hours,01/09/2016,12:00 AM,1,Peenya,31/12/2016,11:45 PM,Nitric Oxide(NO),/home/thej/code/cpcb/data/raw/2016_PEENYA_3/no.csv
318,19,4 Hours,01/09/2016,12:00 AM,1,Peenya,31/12/2016,11:45 PM,Relative Humidity(RH),/home/thej/code/cpcb/data/raw/2016_PEENYA_3/rh.csv
319,19,4 Hours,01/09/2016,12:00 AM,1,Peenya,31/12/2016,11:45 PM,Sulfur Dioxide(SO2),/home/thej/code/cpcb/data/raw/2016_PEENYA_3/so2.csv
320,19,4 Hours,01/09/2016,12:00 AM,1,Peenya,31/12/2016,11:45 PM,Carbon Monoxide(CO),/home/thej/code/cpcb/data/raw/2016_PEENYA_3/co.csv
321,19,4 Hours,01/09/2016,12:00 AM,1,Peenya,31/12/2016,11:45 PM,PM 2.5(PM2.5),/home/thej/code/cpcb/data/raw/2016_PEENYA_3/pm25.csv
322,19,4 Hours,01/09/2016,12:00 AM,1,Peenya,31/12/2016,11:45 PM,Oxides of Nitrogen(NOx),/home/thej/code/cpcb/data/raw/2016_PEENYA_3/nox.csv
323,19,4 Hours,01/09/2016,12:00 AM,1,Peenya,31/12/2016,11:45 PM,Methane(CH4),/home/thej/code/cpcb/data/raw/2016_PEENYA_3/ch4.csv
324,19,4 Hours,01/09/2016,12:00 AM,1,Peenya,31/12/2016,11:45 PM,Ammonia(NH3),/home/thej/code/cpcb/data/raw/2016_PEENYA_3/nh3.csv
325,19,4 Hours,01/09/2016,12:00 AM,1,Peenya,31/12/2016,11:45 PM,Nitrogen Dioxide(NO2),/home/thej/code/cpcb/data/raw/2016_PEENYA_3/no2.csv
326,19,4 Hours,01/05/2017,12:00 AM,1,SGHALLI,31/08/2017,11:45 PM,Nitric Oxide(NO),/home/thej/code/cpcb/data/raw/2017_SGHALLI_2/no.csv
327,19,4 Hours,01/05/2017,12:00 AM,1,SGHALLI,31/08/2017,11:45 PM,Solar Radiation(SR),/home/thej/code/cpcb/data/raw/2017_SGHALLI_2/sr.csv
328,19,4 Hours,01/05/2017,12:00 AM,1,SGHALLI,31/08/2017,11:45 PM,Relative Humidity(RH),/home/thej/code/cpcb/data/raw/2017_SGHALLI_2/rh.csv
329,19,4 Hours,01/05/2017,12:00 AM,1,SGHALLI,31/08/2017,11:45 PM,Sulfur Dioxide(SO2),/home/thej/code/cpcb/data/raw/2017_SGHALLI_2/so2.csv
330,19,4 Hours,01/05/2017,12:00 AM,1,SGHALLI,31/08/2017,11:45 PM,Carbon Monoxide(CO),/home/thej/code/cpcb/data/raw/2017_SGHALLI_2/co.csv
331,19,4 Hours,01/05/2017,12:00 AM,1,SGHALLI,31/08/2017,11:45 PM,Oxides of Nitrogen(NOx),/home/thej/code/cpcb/data/raw/2017_SGHALLI_2/nox.csv
332,19,4 Hours,01/05/2017,12:00 AM,1,SGHALLI,31/08/2017,11:45 PM,Wind Speed (WS),/home/thej/code/cpcb/data/raw/2017_SGHALLI_2/ws.csv
333,19,4 Hours,01/05/2017,12:00 AM,1,SGHALLI,31/08/2017,11:45 PM,Ambient Temperature(AT),/home/thej/code/cpcb/data/raw/2017_SGHALLI_2/at.csv
334,19,4 Hours,01/05/2017,12:00 AM,1,SGHALLI,31/08/2017,11:45 PM,PM10(PM10),/home/thej/code/cpcb/data/raw/2017_SGHALLI_2/pm10.csv
335,19,4 Hours,01/05/2017,12:00 AM,1,SGHALLI,31/08/2017,11:45 PM,Wind Direction(WD),/home/thej/code/cpcb/data/raw/2017_SGHALLI_2/wd.csv
336,19,4 Hours,01/05/2017,12:00 AM,1,SGHALLI,31/08/2017,11:45 PM,Nitrogen Dioxide(NO2),/home/thej/code/cpcb/data/raw/2017_SGHALLI_2/no2.csv
337,19,4 Hours,01/09/2016,12:00 AM,1,SGHALLI,31/12/2016,11:45 PM,Nitric Oxide(NO),/home/thej/code/cpcb/data/raw/2016_SGHALLI_3/no.csv
338,19,4 Hours,01/09/2016,12:00 AM,1,SGHALLI,31/12/2016,11:45 PM,Solar Radiation(SR),/home/thej/code/cpcb/data/raw/2016_SGHALLI_3/sr.csv
339,19,4 Hours,01/09/2016,12:00 AM,1,SGHALLI,31/12/2016,11:45 PM,Relative Humidity(RH),/home/thej/code/cpcb/data/raw/2016_SGHALLI_3/rh.csv
340,19,4 Hours,01/09/2016,12:00 AM,1,SGHALLI,31/12/2016,11:45 PM,Sulfur Dioxide(SO2),/home/thej/code/cpcb/data/raw/2016_SGHALLI_3/so2.csv
341,19,4 Hours,01/09/2016,12:00 AM,1,SGHALLI,31/12/2016,11:45 PM,Carbon Monoxide(CO),/home/thej/code/cpcb/data/raw/2016_SGHALLI_3/co.csv
342,19,4 Hours,01/09/2016,12:00 AM,1,SGHALLI,31/12/2016,11:45 PM,Oxides of Nitrogen(NOx),/home/thej/code/cpcb/data/raw/2016_SGHALLI_3/nox.csv
343,19,4 Hours,01/09/2016,12:00 AM,1,SGHALLI,31/12/2016,11:45 PM,Wind Speed (WS),/home/thej/code/cpcb/data/raw/2016_SGHALLI_3/ws.csv
344,19,4 Hours,01/09/2016,12:00 AM,1,SGHALLI,31/12/2016,11:45 PM,Ambient Temperature(AT),/home/thej/code/cpcb/data/raw/2016_SGHALLI_3/at.csv
345,19,4 Hours,01/09/2016,12:00 AM,1,SGHALLI,31/12/2016,11:45 PM,PM10(PM10),/home/thej/code/cpcb/data/raw/2016_SGHALLI_3/pm10.csv
346,19,4 Hours,01/09/2016,12:00 AM,1,SGHALLI,31/12/2016,11:45 PM,Wind Direction(WD),/home/thej/code/cpcb/data/raw/2016_SGHALLI_3/wd.csv
347,19,4 Hours,01/09/2016,12:00 AM,1,SGHALLI,31/12/2016,11:45 PM,Nitrogen Dioxide(NO2),/home/thej/code/cpcb/data/raw/2016_SGHALLI_3/no2.csv
348,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Non Methane Hydrocarbon(NMHC),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/nmhc.csv
349,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Temperature(Temp),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/temp.csv
350,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Nitric Oxide(NO),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/no.csv
351,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Solar Radiation(SOLAR RAD),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/sr.csv
352,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Relative Humidity(RH),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/rh.csv
353,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Sulfur Dioxide(SO2),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/so2.csv
354,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Total Hydrocarbon(THC),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/thc.csv
355,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Carbon Monoxide(CO),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/co.csv
356,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,PM 2.5(PM2.5),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/pm25.csv
357,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Oxides of Nitrogen(NOx),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/nox.csv
358,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Methane(CH4),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/ch4.csv
359,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Wind Speed (WIND SPEED S),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/ws.csv
360,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Bar Pressure(Bar Pressure),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/pressure.csv
361,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Wind Direction(WIND DIR S),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/wd.csv
362,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Ammonia(NH3),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/nh3.csv
363,19,4 Hours,01/05/2015,12:00 AM,1,Peenya,31/08/2015,11:45 PM,Nitrogen Dioxide(NO2),/home/thej/code/cpcb/data/raw/2015_PEENYA_2/no2.csv
364,19,4 Hours,01/01/2016,12:00 AM,1,Peenya,30/04/2016,11:45 PM,Non Methane Hydrocarbon(NMHC),/home/thej/code/cpcb/data/raw/2016_PEENYA_1/nmhc.csv
365,19,4 Hours,01/01/2016,12:00 AM,1,Peenya,30/04/2016,11:45 PM,Temperature(Temp),/home/thej/code/cpcb/data/raw/2016_PEENYA_1/temp.csv
366,19,4 Hours,01/01/2016,12:00 AM,1,Peenya,30/04/2016,11:45 PM,Nitric Oxide(NO),/home/thej/code/cpcb/data/raw/2016_PEENYA_1/no.csv
367,19,4 Hours,01/01/2016,12:00 AM,1,Peenya,30/04/2016,11:45 PM,Relative Humidity(RH),/home/thej/code/cpcb/data/raw/2016_PEENYA_1/rh.csv
368,19,4 Hours,01/01/2016,12:00 AM,1,Peenya,30/04/2016,11:45 PM,Sulfur Dioxide(SO2),/home/thej/code/cpcb/data/raw/2016_PEENYA_1/so2.csv
369,19,4 Hours,01/01/2016,12:00 AM,1,Peenya,30/04/2016,11:45 PM,Total Hydrocarbon(THC),/home/thej/code/cpcb/data/raw/2016_PEENYA_1/thc.csv
370,19,4 Hours,01/01/2016,12:00 AM,1,Peenya,30/04/2016,11:45 PM,Carbon Monoxide(CO),/home/thej/code/cpcb/data/raw/2016_PEENYA_1/co.csv
371,19,4 Hours,01/01/2016,12:00 AM,1,Peenya,30/04/2016,11:45 PM,Oxides of Nitrogen(NOx),/home/thej/code/cpcb/data/raw/2016_PEENYA_1/nox.csv
372,19,4 Hours,01/01/2016,12:00 AM,1,Peenya,30/04/2016,11:45 PM,Methane(CH4),/home/thej/code/cpcb/data/raw/2016_PEENYA_1/ch4.csv
373,19,4 Hours,01/01/2016,12:00 AM,1,Peenya,30/04/2016,11:45 PM,Wind Speed (WIND SPEED S),/home/thej/code/cpcb/data/raw/2016_PEENYA_1/ws.csv
374,19,4 Hours,01/01/2016,12:00 AM,1,Peenya,30/04/2016,11:45 PM,Ammonia(NH3),/home/thej/code/cpcb/data/raw/2016_PEENYA_1/nh3.csv
375,19,4 Hours,01/01/2016,12:00 AM,1,Peenya,30/04/2016,11:45 PM,Nitrogen Dioxide(NO2),/home/thej/code/cpcb/data/raw/2016_PEENYA_1/no2.csv
376,19,4 Hours,01/01/2016,12:00 AM,1,BWSSB,30/04/2016,11:45 PM,Benzene(Benzene),/home/thej/code/cpcb/data/raw/2016_BWSSB_1/benzene.csv
377,19,4 Hours,01/01/2016,12:00 AM,1,BWSSB,30/04/2016,11:45 PM,Temperature(Temp),/home/thej/code/cpcb/data/raw/2016_BWSSB_1/temperature.csv
378,19,4 Hours,01/01/2016,12:00 AM,1,BWSSB,30/04/2016,11:45 PM,Nitric Oxide(NO),/home/thej/code/cpcb/data/raw/2016_BWSSB_1/no.csv
379,19,4 Hours,01/01/2016,12:00 AM,1,BWSSB,30/04/2016,11:45 PM,Relative Humidity(RH),/home/thej/code/cpcb/data/raw/2016_BWSSB_1/rh.csv
380,19,4 Hours,01/01/2016,12:00 AM,1,BWSSB,30/04/2016,11:45 PM,Toluene(Toluene),/home/thej/code/cpcb/data/raw/2016_BWSSB_1/toluene.csv
381,19,4 Hours,01/01/2016,12:00 AM,1,BWSSB,30/04/2016,11:45 PM,Sulfur Dioxide(SO2),/home/thej/code/cpcb/data/raw/2016_BWSSB_1/so2.csv
382,19,4 Hours,01/01/2016,12:00 AM,1,BWSSB,30/04/2016,11:45 PM,Carbon Monoxide(CO),/home/thej/code/cpcb/data/raw/2016_BWSSB_1/co.csv
383,19,4 Hours,01/01/2016,12:00 AM,1,BWSSB,30/04/2016,11:45 PM,PM 2.5(PM2.5),/home/thej/code/cpcb/data/raw/2016_BWSSB_1/pm25.csv
384,19,4 Hours,01/01/2016,12:00 AM,1,BWSSB,30/04/2016,11:45 PM,Oxides of Nitrogen(NOx),/home/thej/code/cpcb/data/raw/2016_BWSSB_1/nox.csv
385,19,4 Hours,01/01/2016,12:00 AM,1,BWSSB,30/04/2016,11:45 PM,Bar Pressure(Bar Pressure),/home/thej/code/cpcb/data/raw/2016_BWSSB_1/pressure.csv
386,19,4 Hours,01/01/2016,12:00 AM,1,BWSSB,30/04/2016,11:45 PM,Ethyl Benzene(Ethyl Benzene),/home/thej/code/cpcb/data/raw/2016_BWSSB_1/ethyl.csv
387,19,4 Hours,01/01/2016,12:00 AM,1,BWSSB,30/04/2016,11:45 PM,Nitrogen Dioxide(NO2),/home/thej/code/cpcb/data/raw/2016_BWSSB_1/no2.csv
